ID,EMPRESA,Setor primário,SSL/TLS enabled,Responsive
554,Dotz,Serviços Financeiros,False,True
555,RaiaDrogasil,Saúde e Serviços de Saúde,True,
556,Drogaria São Paulo,Saúde e Serviços de Saúde,True,False
557,Pacheco,Saúde e Serviços de Saúde,True,
558,Duratex,Imobiliário e Construção Civil,True,True
559,Alto Vale do Rio Negro Participações,Participações e Mídia,True,True
560,EcoRodovias,"Transporte, Logística e Serviços Logísticos",True,
561,Engelhart CTP,Participações e Mídia,True,True
562,EDP Brasil,Energia,True,
567,EDP São Paulo,Energia,True,False
568,EDP SP-MG,Energia,True,False
569,Sociedade Beneficente Israelita Brasileira Hospital Albert Einstein,Saúde e Serviços de Saúde,True,True
570,Eldorado Brasil,Papel e Celulose,False,False
571,Elekeiroz,Petróleo e Químico,False,True
572,Centrais Elétricas do Norte,Energia,True,True
573,Eletronuclear,Energia,True,False
574,Embraport,"Transporte, Logística e Serviços Logísticos",True,False
575,EMS,Farmacêutico e Beleza,True,True
576,Enauta Energia,Petróleo e Químico,False,True
577,Enel Brasil,Energia,True,True
578,Energisa,Energia,True,
579,Engie,Energia,True,False
580,Enjoei,Tecnologia e Telecomunicações,False,True
581,Equatorial Energia,Energia,True,True
582,Esfera,Serviços Financeiros,True,
583,Esho,Saúde e Serviços de Saúde,True,False
584,O Estado de S. Paulo,Participações e Mídia,True,True
585,Allpark,"Transporte, Logística e Serviços Logísticos",True,True
586,Estrela,"Transporte, Logística e Serviços Logísticos",False,False
587,Brinquedos Estrela,Bens de Capital e Eletroeletrônicos,False,False
588,Eternit,Imobiliário e Construção Civil,True,True
589,Eucatex,Imobiliário e Construção Civil,True,True
590,Eurobike,"Transporte, Logística e Serviços Logísticos",True,True
591,Bradesco Auto,Seguradoras,True,False
592,Even,Imobiliário e Construção Civil,True,True
593,Eztec,Imobiliário e Construção Civil,True,
594,Facchini,Bens de Capital e Eletroeletrônicos,True,False
595,Fairfax,Seguradoras,True,True
596,Farmácias Nissei,Saúde e Serviços de Saúde,True,True
597,Fazenda Santa Maria,Agronegócio,True,False
598,Fábrica Carioca de Catalisadores,Petróleo e Químico,True,True
599,Ferbasa,"Siderurgia, Mineração e Metalurgia",True,False
600,Flamengo,Participações e Mídia,True,True
601,Fleury,Saúde e Serviços de Saúde,True,True
602,Fomento Paraná,Participações e Mídia,True,True
603,Fortbras,Atacado e Varejo,,
604,Frigol,Agronegócio,True,True
605,Frimesa,Cooperativas,True,
606,FS Fueling,Energia,True,True
607,Ferrovia Tereza Cristina,"Transporte, Logística e Serviços Logísticos",True,True
608,Banco Itaú BBA,Bancos,True,True
609,Mapfre Previdência,Serviços Financeiros,,
610,Furnas,Energia,True,False
611,G10 Transportes,"Transporte, Logística e Serviços Logísticos",True,
612,Gafisa,Imobiliário e Construção Civil,True,True
613,Petrogal,Petróleo e Químico,False,False
614,Gazin,Atacado e Varejo,True,
615,Greenbrier Maxion Equipamentos e Serviços Ferroviários,"Transporte, Logística e Serviços Logísticos",False,False
616,Gees,Agronegócio,True,False
617,Generali,Seguradoras,True,True
618,General Shopping,Imobiliário e Construção Civil,True,False
619,Banco Genial,Bancos,True,True
620,Gestamp,Bens de Capital e Eletroeletrônicos,True,False
621,Globo,Participações e Mídia,True,True
622,Globo Pharma,Farmacêutico e Beleza,True,
623,NotreDame Intermédica,Operadoras de Planos de Saúde,True,
624,Goiás,Participações e Mídia,True,True
625,Goldman Sachs do Brasil - Banco Múltiplo,Bancos,True,True
626,Granado,Farmacêutico e Beleza,True,True
627,Grazziotin,Moda e Vestuário,True,True
628,Grpcom,Participações e Mídia,True,False
629,GRU - Guarulhos,"Transporte, Logística e Serviços Logísticos",True,
630,CBO Holding,"Transporte, Logística e Serviços Logísticos",,
631,CCR,"Transporte, Logística e Serviços Logísticos",True,True
632,Grupo Maringá,"Siderurgia, Mineração e Metalurgia",True,True
633,Grupo Mateus,Atacado e Varejo,True,True
634,RBS Participações,Participações e Mídia,True,True
635,Banco Cifra,Bancos,True,True
636,Goldman Sachs do Brasil Corretora de Valores,Serviços Financeiros,True,
637,Guararapes,Imobiliário e Construção Civil,False,
638,Hapvida,Operadoras de Planos de Saúde,True,
639,Havan,Atacado e Varejo,True,True
640,HDI Global,Seguradoras,True,False
641,HDI,Seguradoras,True,
642,Heinz,Alimentos e Bebidas,False,False
643,Hélio Borenstein,Imobiliário e Construção Civil,True,True
645,Hering,Moda e Vestuário,True,True
646,Fertilizantes Heringer,Agronegócio,True,True
647,Hipercard,Bancos,True,
648,Holambra,Cooperativas,True,False
649,Sandvik,"Siderurgia, Mineração e Metalurgia",True,False
650,Hospital Alemão Oswaldo Cruz,Saúde e Serviços de Saúde,True,False
651,HTB,Imobiliário e Construção Civil,True,True
652,Hypera,Farmacêutico e Beleza,True,True
653,Ibema,Papel e Celulose,False,False
654,Indústria Brasileira de Filmes,Tecnologia e Telecomunicações,True,True
655,Irmãos Davoli,Bens de Capital e Eletroeletrônicos,False,True
656,IMC,Alimentos e Bebidas,True,False
657,Infra,"Transporte, Logística e Serviços Logísticos",,
658,Caberj Integral Saúde,Operadoras de Planos de Saúde,True,True
659,Intelbras,Tecnologia e Telecomunicações,True,False
660,Investco,Energia,,
661,Iochpe-Maxion,Bens de Capital e Eletroeletrônicos,True,False
662,Itaú CDB,Serviços Financeiros,False,True
663,Mineração Morro do Ipê,"Siderurgia, Mineração e Metalurgia",,
664,IRB Resseguros,Seguradoras,True,True
665,Iupar,Serviços Financeiros,True,True
666,Itaú Corretora,Seguradoras,True,
667,Itaú Seguros,Seguradoras,True,False
668,Banco Itaucard,Bancos,True,False
669,Itaú BBA Trading,Serviços Financeiros,,
670,Itaú Vida,Seguradoras,True,True
671,Itaú Companhia Securitizadora de Créditos Financeiros,Serviços Financeiros,False,False
672,Itaú Unibanco Holding,Bancos,True,False
673,Itauseg Saúde,Operadoras de Planos de Saúde,True,
674,Itaú CTVM,Serviços Financeiros,True,True
675,Itaú Unibanco,Bancos,True,True
676,Itaú Capitalização,Serviços Financeiros,True,False
677,Jalles Machado,Agronegócio,False,False
678,Já Saúde,Farmacêutico e Beleza,True,False
679,JBS,Alimentos e Bebidas,True,True
680,JHSF,Imobiliário e Construção Civil,True,True
681,J.Macêdo,Alimentos e Bebidas,True,True
682,Junto Seguros,Seguradoras,True,True
683,Kabum,Atacado e Varejo,True,True
684,Kalunga,Atacado e Varejo,True,True
685,Karsten,Moda e Vestuário,True,
686,Katrium Indústrias Químicas,Petróleo e Químico,True,True
687,Banco KDB do Brasil,Bancos,True,False
688,Kepler Weber,Agronegócio,True,True
689,Eugênio Raulino Koerich,Atacado e Varejo,True,
690,Cogna,Educação,True,True
691,Landco,Agronegócio,True,False
692,Larco Comercial,Petróleo e Químico,True,False
693,Porto Alegre Alimentos,Alimentos e Bebidas,True,True
694,Lavoro Agro,Agronegócio,True,True
695,Lavvi,Imobiliário e Construção Civil,True,False
696,Leite Jussara,Alimentos e Bebidas,True,False
697,Leitesol,Agronegócio,True,False
698,Liderança Serviços,"Transporte, Logística e Serviços Logísticos",True,True
699,Liderança Capitalização,Serviços Financeiros,True,False
700,Light,Energia,True,
701,Linck Máquinas,Bens de Capital e Eletroeletrônicos,False,True
702,Livelo,Serviços Financeiros,True,False
703,Localiza,"Transporte, Logística e Serviços Logísticos",False,
704,Locaweb,Tecnologia e Telecomunicações,True,True
705,Log-In,"Transporte, Logística e Serviços Logísticos",True,True
706,Grendene,Moda e Vestuário,True,True
707,Lojas CEM,Atacado e Varejo,True,
708,Mercadomóveis,Atacado e Varejo,True,True
709,Lojas Renner,Moda e Vestuário,True,True
710,Lorenzetti,Bens de Capital e Eletroeletrônicos,True,False
711,Lupo,Moda e Vestuário,True,
712,Madem - Bobinas de Madeira,Imobiliário e Construção Civil,True,False
713,Magazine Luiza,Atacado e Varejo,True,True
714,Mapfre Seguros,Seguradoras,True,True
715,Mapfre Resseguros,Seguradoras,True,True
716,Mapfre Vida,Seguradoras,True,False
717,Marfrig,Alimentos e Bebidas,True,True
718,Lojas Marisa,Atacado e Varejo,True,
719,Marlim Azul,Energia,True,True
720,Hospital Mater Dei,Saúde e Serviços de Saúde,True,True
721,McDonald’s,Alimentos e Bebidas,True,True
722,Mediservice,Operadoras de Planos de Saúde,True,
723,Melhoramentos,Papel e Celulose,True,False
724,Méliuz,Serviços Financeiros,True,True
725,Melnick Desenvolvimento Imobiliário,Imobiliário e Construção Civil,True,True
726,Merck,Farmacêutico e Beleza,True,False
727,Bioagri,Farmacêutico e Beleza,,
728,Metal Group,"Siderurgia, Mineração e Metalurgia",,
729,Metalkraft,Bens de Capital e Eletroeletrônicos,True,True
730,Metasa,"Siderurgia, Mineração e Metalurgia",True,True
731,Metisa,"Siderurgia, Mineração e Metalurgia",True,True
732,Metropolitan Life,Seguradoras,True,True
733,Metlife Planos Odontológicos,Operadoras de Planos de Saúde,True,True
734,Metrô,"Transporte, Logística e Serviços Logísticos",False,False
735,MetrôRio,"Transporte, Logística e Serviços Logísticos",True,False
736,Mills Estruturas e Serviços de Engenharia,"Transporte, Logística e Serviços Logísticos",True,True
738,Minasmáquinas,Bens de Capital e Eletroeletrônicos,True,True
739,Mitre Realty,Imobiliário e Construção Civil,True,True
740,Mitsubishi Corporation,Bens de Capital e Eletroeletrônicos,True,
741,Mobly,Atacado e Varejo,True,
742,Modal,Bancos,True,True
743,Morlan,Bens de Capital e Eletroeletrônicos,True,True
744,Moura Dubeux Engenharia,Imobiliário e Construção Civil,True,False
745,Movida,"Transporte, Logística e Serviços Logísticos",True,
746,Movida Locação,"Transporte, Logística e Serviços Logísticos",,
747,MPD,Imobiliário e Construção Civil,True,False
748,MRS Logística,"Transporte, Logística e Serviços Logísticos",True,False
749,MRV,Imobiliário e Construção Civil,True,False
750,Multilaser,Tecnologia e Telecomunicações,True,
751,Multiplan,Imobiliário e Construção Civil,True,True
752,Natura,Farmacêutico e Beleza,True,True
753,Companhia Distribuidora De Gás do Rio De Janeiro - CEG/Naturgy,Energia,True,True
755,Empresa de Navegação Elcano,"Transporte, Logística e Serviços Logísticos",True,True
756,Neoenergia,Energia,True,
757,Neugebauer Chocolates,Alimentos e Bebidas,True,False
758,Nexa Recursos,"Siderurgia, Mineração e Metalurgia",True,False
759,NG Metalúrgica,"Siderurgia, Mineração e Metalurgia",True,True
760,Moinho do Nordeste,Alimentos e Bebidas,True,
761,Norte Energia,Energia,False,True
762,NTS,Energia,True,True
763,Ocyan,Petróleo e Químico,True,False
764,Odontoprev,Operadoras de Planos de Saúde,True,
765,Geração Céu Azul,Energia,True,True
766,Oliveira Trust,Serviços Financeiros,True,True
767,Omint,Operadoras de Planos de Saúde,True,True
768,Omni - Crédito,Serviços Financeiros,True,True
769,Omni Banco,Bancos,True,True
770,Zatix,Tecnologia e Telecomunicações,True,
771,Barra Mansa Alimentos,Alimentos e Bebidas,False,True
772,Banco Original,Bancos,True,False
773,Orquídea Alimentos,Alimentos e Bebidas,True,False
774,Banco Ourinvest,Bancos,True,True
775,Banco Paccar,Bancos,True,False
776,Padtec,Tecnologia e Telecomunicações,True,True
777,Pague Menos,Saúde e Serviços de Saúde,True,
778,Painco Indústria e Comércio,Bens de Capital e Eletroeletrônicos,True,False
779,Painco,"Siderurgia, Mineração e Metalurgia",True,False
780,Panatlântica,"Siderurgia, Mineração e Metalurgia",True,True
781,Paramount Têxteis,Moda e Vestuário,True,True
782,Paraná Banco,Bancos,True,False
783,Paranaíba,Energia,,
784,Paranaita,Energia,True,True
785,Paranapanema,"Siderurgia, Mineração e Metalurgia",True,False
786,Passarelli Engenharia,Imobiliário e Construção Civil,True,True
787,Pauta Distribuição,Tecnologia e Telecomunicações,True,False
788,Peccin,Alimentos e Bebidas,True,True
789,Somov,Bens de Capital e Eletroeletrônicos,True,False
790,Grupo Penha,Papel e Celulose,True,False
791,Pernambucanas,Moda e Vestuário,False,True
792,Petrocoque,Petróleo e Químico,True,False
793,Pettenati,Moda e Vestuário,True,True
794,Petz,Atacado e Varejo,True,False
795,Piccadilly Company,Moda e Vestuário,True,
796,Banco Pine,Bancos,True,False
797,Piracanjuba,Agronegócio,True,
798,Viação Piracicabana,"Transporte, Logística e Serviços Logísticos",True,True
799,Coop,Cooperativas,True,False
800,Porto Seguro - Seguro Saúde,Operadoras de Planos de Saúde,True,False
801,Portobello,Imobiliário e Construção Civil,False,True
802,Porto Itapoá,"Transporte, Logística e Serviços Logísticos",True,True
803,Portonave,"Transporte, Logística e Serviços Logísticos",True,False
804,Porto Seguro Previdência,Seguradoras,True,True
805,Portos do Paraná,"Transporte, Logística e Serviços Logísticos",True,True
806,Porto,Seguradoras,True,False
807,Positivo Tecnologia,Tecnologia e Telecomunicações,True,False
808,Pravaler,Serviços Financeiros,True,False
809,Previ,Serviços Financeiros,True,True
810,Primacredi,Cooperativas,,
811,Priner,Bens de Capital e Eletroeletrônicos,True,False
812,Prodesp,Tecnologia e Telecomunicações,True,
813,Profarma,Farmacêutico e Beleza,,
814,Prosegur,"Transporte, Logística e Serviços Logísticos",,
815,Protege,"Transporte, Logística e Serviços Logísticos",True,
816,Prudential Seguros,Seguradoras,True,
817,Prudential do Brasil,Serviços Financeiros,True,
818,Qualicorp,Operadoras de Planos de Saúde,True,True
819,Qualicorp,Saúde e Serviços de Saúde,True,True
820,Construtora Queiroz Galvão,Imobiliário e Construção Civil,False,False
821,Lojas Quero-Quero,Atacado e Varejo,True,True
822,Rabobank,Bancos,False,True
823,Raízen Combustíveis,Energia,True,True
824,Grupo Raízen,Energia,,
825,Randoncorp,Bens de Capital e Eletroeletrônicos,True,False
826,Recrusul,Petróleo e Químico,True,False
827,Rede Agro,Agronegócio,,
828,Rede D’Or,Saúde e Serviços de Saúde,True,True
829,Alsol Energias Renováveis,Bens de Capital e Eletroeletrônicos,True,True
830,Nutrisul,Alimentos e Bebidas,True,False
831,Refinaria de Petróleo Riograndense,Petróleo e Químico,True,False
832,Renault,Bens de Capital e Eletroeletrônicos,True,False
833,Banco Rendimento,Bancos,True,True
834,Renova Energia,Energia,True,True
835,Riachuelo,Atacado e Varejo,False,True
836,Rio Grande Seguros,Seguradoras,True,True
837,Rivelli,Agronegócio,True,False
838,Rocha Terminais,"Transporte, Logística e Serviços Logísticos",,
839,Roche,Farmacêutico e Beleza,True,True
840,Rochester,Atacado e Varejo,True,True
841,Rodoil,"Transporte, Logística e Serviços Logísticos",True,True
842,Rodovias do Tietê,"Transporte, Logística e Serviços Logísticos",True,True
843,Rôgga Empreendimentos,Imobiliário e Construção Civil,,
844,Romagnole,Energia,True,True
845,Romi,Bens de Capital e Eletroeletrônicos,True,False
846,Concessionária Rota,"Transporte, Logística e Serviços Logísticos",True,True
847,Royal FIC,Energia,True,False
848,Rumo,"Transporte, Logística e Serviços Logísticos",True,True
849,Sabesp,Saneamento e Meio Ambiente,True,True
850,Banco Safra,Bancos,True,True
851,Família Salton,Alimentos e Bebidas,True,False
853,Sanasa Campinas,Saneamento e Meio Ambiente,,
854,Saneago,Saneamento e Meio Ambiente,True,True
855,Sanepar,Saneamento e Meio Ambiente,True,False
856,Sanofi Medley,Farmacêutico e Beleza,True,True
857,Santander,Bancos,False,True
858,Santher,Papel e Celulose,True,True
859,Santos Brasil,"Transporte, Logística e Serviços Logísticos",True,False
860,SG,"Transporte, Logística e Serviços Logísticos",,
861,Usina São Manoel,Agronegócio,True,True
862,São Martinho,Agronegócio,True,True
863,São Paulo Futebol Clube,Participações e Mídia,True,
864,Pasa,"Transporte, Logística e Serviços Logísticos",True,True
865,Schulz Compressores,Bens de Capital e Eletroeletrônicos,True,True
866,Sura Seguros,Seguradoras,True,True
867,Unimed Seguros Saúde,Operadoras de Planos de Saúde,True,True
868,Senior,Tecnologia e Telecomunicações,True,True
869,Ser Educacional,Educação,True,True
870,Serpro,Tecnologia e Telecomunicações,True,False
871,Sertrading,"Transporte, Logística e Serviços Logísticos",True,True
872,Sicoob,Cooperativas,True,True
873,Banco Sicredi,Bancos,True,True
874,SLC Agrícola,Agronegócio,True,True
877,Smart Fit,Saúde e Serviços de Saúde,True,False
878,SMBC,Bancos,True,True
879,Itaú DTVM,Serviços Financeiros,True,True
880,Sodexo,Serviços Financeiros,True,True
881,Sofisa,Bancos,True,
882,Solvi Essencis,Saneamento e Meio Ambiente,False,True
883,Grupo Soma,Moda e Vestuário,,
884,Somos Educação,Educação,True,False
885,Sonda Supermercados,Atacado e Varejo,True,
886,Soufer Industrial,"Siderurgia, Mineração e Metalurgia",True,False
887,Valeo Thermal Bus,Bens de Capital e Eletroeletrônicos,False,False
888,Valeo Thermal Bus,Bens de Capital e Eletroeletrônicos,True,False
889,SPIC Brasil Energia Participações,Energia,True,True
890,Stone Pagamentos,Serviços Financeiros,True,False
891,SulAmérica Seguradora de Saúde,Operadoras de Planos de Saúde,True,False
892,Supermercado Guanabara,Atacado e Varejo,True,
893,Suzano,Papel e Celulose,True,
894,Swiss,Seguradoras,False,True
896,Sylvamo,Papel e Celulose,True,False
897,Target,"Transporte, Logística e Serviços Logísticos",True,False
898,TBG,"Transporte, Logística e Serviços Logísticos",True,True
899,Terminal de Contingências de Paranaguá,"Transporte, Logística e Serviços Logísticos",True,False
900,Porto Seguro Assistência,Seguradoras,True,False
901,TecBan,Serviços Financeiros,True,True
902,Technos,Bens de Capital e Eletroeletrônicos,False,
903,Tegma Gestão,"Transporte, Logística e Serviços Logísticos",True,True
904,Tegra,Imobiliário e Construção Civil,True,
905,Telebras,Tecnologia e Telecomunicações,True,True
906,Teleperformance CRM,Tecnologia e Telecomunicações,True,True
907,Tembici,"Transporte, Logística e Serviços Logísticos",True,True
908,Construtora Tenda,Imobiliário e Construção Civil,True,False
909,Termomecanica,Bens de Capital e Eletroeletrônicos,True,True
910,Laboratório Teuto,Farmacêutico e Beleza,True,True
911,Track&Field,Moda e Vestuário,True,True
912,Tickets For Fun,Tecnologia e Telecomunicações,True,
913,TIM,Tecnologia e Telecomunicações,False,True
914,Tokio Marine,Seguradoras,True,True
915,Toledo do Brasil,"Siderurgia, Mineração e Metalurgia",True,True
916,Totvs,Tecnologia e Telecomunicações,False,False
917,Tramontina Cutelaria,"Siderurgia, Mineração e Metalurgia",True,False
927,Transpanorama Transportes,"Transporte, Logística e Serviços Logísticos",,
928,Tribanco,Bancos,True,True
929,Trisul,Imobiliário e Construção Civil,True,True
930,TPI – Triunfo,Serviços Financeiros,True,
931,Tronox Pigmentos Do Brasil,Petróleo e Químico,True,True
932,Tupy,Bens de Capital e Eletroeletrônicos,True,False
933,UBS BB Serviços Financeiros,Bancos,True,False
934,Uisa,Agronegócio,True,True
935,Ultrapar,Energia,True,True
936,Ultracargos,"Transporte, Logística e Serviços Logísticos",True,False
937,União Química,Farmacêutico e Beleza,True,True
938,Unicasa Móveis,Imobiliário e Construção Civil,True,False
939,Ceub,Educação,True,True
940,Unidas,"Transporte, Logística e Serviços Logísticos",True,True
941,Unimed Participações,Operadoras de Planos de Saúde,True,
945,Unimed BH,Operadoras de Planos de Saúde,False,True
946,Unimed Campinas,Operadoras de Planos de Saúde,,
947,Unimed Fortaleza,Operadoras de Planos de Saúde,True,
948,Unimed Goiânia,Operadoras de Planos de Saúde,True,
949,Unimed Saúde e Odonto,Operadoras de Planos de Saúde,True,True
950,Unitapajós,"Transporte, Logística e Serviços Logísticos",False,True
951,U&M,Imobiliário e Construção Civil,True,True
952,UPL,Agronegócio,True,False
953,Redecard,Serviços Financeiros,True,True
954,Usiminas,"Siderurgia, Mineração e Metalurgia",True,False
955,Usina Coruripe,Agronegócio,True,True
956,Vale,"Siderurgia, Mineração e Metalurgia",False,True
957,VTRM,Energia,True,True
959,Vibra Energia,Energia,True,True
960,Vidroporto,Imobiliário e Construção Civil,True,False
961,Vitória Diesel,Bens de Capital e Eletroeletrônicos,True,False
962,Vivara,Moda e Vestuário,True,True
963,Viveo,Saúde e Serviços de Saúde,True,False
964,Vix Logística,"Transporte, Logística e Serviços Logísticos",True,False
965,VLI,"Transporte, Logística e Serviços Logísticos",True,True
969,Azul Linhas Aéreas,"Transporte, Logística e Serviços Logísticos",True,True
970,Gol Linhas Aéreas,"Transporte, Logística e Serviços Logísticos",True,False
971,Banco Voiter,Bancos,True,True
972,Banco Volvo ,Bancos,True,True
973,Votorantim Cimentos,Imobiliário e Construção Civil,True,False
974,Vulcabras,Moda e Vestuário,True,False
977,Banco Volkswagen,Bancos,True,
978,WEG,Bens de Capital e Eletroeletrônicos,True,
979,Westwing,Atacado e Varejo,True,
980,Whirlpool,Bens de Capital e Eletroeletrônicos,True,False
981,Banco XP,Bancos,True,True
982,XP Vida,Seguradoras,True,True
983,Yakult,Alimentos e Bebidas,,
984,Banco Yamaha Motor do Brasil,Bancos,True,True
985,Yara Brasil,Agronegócio,True,True
986,Yduqs,Educação,True,False
987,Zaffari,Atacado e Varejo,True,
988,Zurich Minas Seguros,Seguradoras,True,
989,Brasilprev,Seguradoras,True,True
990,CSU Cardsystem,Tecnologia e Telecomunicações,True,True
991,Gerdau,"Siderurgia, Mineração e Metalurgia",True,True
992,Infraero,"Transporte, Logística e Serviços Logísticos",True,True
993,Bradesco Saúde,Operadoras de Planos de Saúde,True,
994,Bradesco Vida e Previdência,Seguradoras,True,False
995,Salobo,"Siderurgia, Mineração e Metalurgia",,
998,Telmex do Brasil,Tecnologia e Telecomunicações,,
1001,Bambuí Bioenergia,Agronegócio,,
1003,Hematologica - Clínica de Hematologia,Saúde e Serviços de Saúde,,
1005,Stellantis,Bens de Capital e Eletroeletrônicos,True,False
1006,Cofco International,Agronegócio,True,False
1007,Copersucar,Energia,True,False
1008,Shell,Petróleo e Químico,True,False
1009,Telefônica Brasil,Tecnologia e Telecomunicações,True,True
1010,Claro Participações,Tecnologia e Telecomunicações,True,True
1011,Acelen,Petróleo e Químico,True,True
1012,Louis Dreyfus Company,Agronegócio,True,True
1013,Mercado Livre,Atacado e Varejo,True,True
1014,Volkswagen,Bens de Capital e Eletroeletrônicos,False,True
1015,RD Saúde,Atacado e Varejo,True,True
1016,Latam,"Transporte, Logística e Serviços Logísticos",True,True
1017,Grupo Casas Bahia,Atacado e Varejo,True,True
1018,Mosaic Fertilizantes,Petróleo e Químico,True,True
1019,Honda,Bens de Capital e Eletroeletrônicos,True,False
1020,Samsung,Bens de Capital e Eletroeletrônicos,True,True
1021,Syngenta,Petróleo e Químico,True,
1022,C. Vale,Agronegócio,True,False
1023,Lar,Agronegócio,True,False
1024,Nestlé,Alimentos e Bebidas,True,False
1025,Aurora,Alimentos e Bebidas,True,False
1026,GPA,Atacado e Varejo,True,False
1027,Volvo do Brasil,Bens de Capital e Eletroeletrônicos,True,True
1028,ECTP,Atacado e Varejo,True,True
1029,Drogarias DPSP,Atacado e Varejo,True,True
1030,Itaipu,Energia,True,False
1031,ALE Combustíveis,Petróleo e Químico,True,False
1032,Volkswagen Caminhões e Ônibus,Bens de Capital e Eletroeletrônicos,True,True
1033,Atem,Petróleo e Químico,False,True
1034,Grupo Águia Branca,"Transporte, Logística e Serviços Logísticos",True,True
1035,Sotreq,Atacado e Varejo,True,False
1036,Inpasa Agroindustrial,Energia,True,True
1037,Refinaria da Amazônia - Ream,Petróleo e Químico,True,True
1038,Super Muffato,Atacado e Varejo,True,True
1039,Hospital São Paulo,Saúde e Serviços de Saúde,True,True
1040,Grupo GPS,Participações e Mídia,True,True
1041,Hydro Alunorte,"Siderurgia, Mineração e Metalurgia",True,True
1042,ALZ Grãos,Agronegócio,True,True
1043,Oi,Tecnologia e Telecomunicações,True,True
1044,Solar Bebidas,Alimentos e Bebidas,True,True
1045,AGCO Brasil,Bens de Capital e Eletroeletrônicos,False,False
1046,EloPar,Serviços Financeiros,True,True
1047,IFood,Tecnologia e Telecomunicações,True,True
1048,Grupo Saga,Atacado e Varejo,True,True
1049,Cooperativa Integrada,Agronegócio,False,True
1050,Grupo NC Farma,Farmacêutico e Beleza,False,True
1051,Grupo 3corações,Alimentos e Bebidas,True,True
1052,Samarco,"Siderurgia, Mineração e Metalurgia",True,False
1053,ZF,Bens de Capital e Eletroeletrônicos,True,False
1054,Vallourec,"Siderurgia, Mineração e Metalurgia",True,True
1055,Dexco,Imobiliário e Construção Civil,True,
1056,Grupo Koch,Atacado e Varejo,True,True
1057,DMA,Atacado e Varejo,True,False
1058,Agrária,Agronegócio,True,True
1059,Alcoa,"Siderurgia, Mineração e Metalurgia",True,False
1060,Petrobahia,Petróleo e Químico,True,True
1061,Grupo Atvos,Energia,False,True
1062,Porto Sudeste,"Transporte, Logística e Serviços Logísticos",True,False
1063,Bosch,Bens de Capital e Eletroeletrônicos,True,True
1064,Tenda Atacado,Atacado e Varejo,True,False
1065,Valgroup,Petróleo e Químico,True,True
1066,Cooperativa Frísia,Agronegócio,True,True
1067,Auren Energia,Energia,False,True
1068,Évora,Petróleo e Químico,True,True
1069,V.tal,Tecnologia e Telecomunicações,True,True
1070,Potencial,Petróleo e Químico,True,True
1071,3R Petroleum,Petróleo e Químico,True,
1072,Coasul,Agronegócio,True,True
1073,Pfizer,Farmacêutico e Beleza,True,False
1074,Kinross,"Siderurgia, Mineração e Metalurgia",True,True
1075,Grupo Martins,Atacado e Varejo,True,
1076,Savegnago,Atacado e Varejo,True,True
1077,Oleoplan,Energia,True,True
1078,Albras,"Siderurgia, Mineração e Metalurgia",True,True
1079,Citrosuco,Agronegócio,True,True
1080,Cotrijal,Agronegócio,True,True
1081,Zemax Log,"Transporte, Logística e Serviços Logísticos",True,True
1082,Coopavel,Agronegócio,True,False
1083,Grupo Lincoln Junqueira,Energia,True,True
1084,Agro Amazônia,Agronegócio,True,False
1085,Condor Super Center,Atacado e Varejo,True,
1086,FMC,Petróleo e Químico,True,True
1087,Refit,Petróleo e Químico,False,True
1088,Embasa,Saneamento e Meio Ambiente,True,
1089,AmE,Energia,True,False
1090,Novartis Biociências,Farmacêutico e Beleza,True,False
1091,Araguaia,Petróleo e Químico,True,False
1092,Tigre,Petróleo e Químico,True,True
1093,Serasa Experian,Participações e Mídia,False,True
1094,Olfar,Energia,True,True
